#sampled,frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received,consumer_state_pushed,vit_consumer_pose_received,received_by_monado
7467623155794,7467623155794,36358166247031,36358166631231,36358166631451,36358166653593,36358166706111,36358167583555,36358172513340,36358172515784,36358173056968,36358174107155,36358175311882,36358175319867,36358175319987,36358175342910,36358175436225,36358175907266,36358177409530,36358177489259,36358177649089,36358177997243,36358178175526,36358178185004,36358178221222,36358178227354,36358192564792,36358192626157
7467656445894,7467656445894,36358199552712,36358199932323,36358199932674,36358199956779,36358200015599,36358200829193,36358206347000,36358206349795,36358206907730,36358208021787,36358209458879,36358209468077,36358209468227,36358209477685,36358209780041,36358210347814,36358212040665,36358212149716,36358212312101,36358212628667,36358212802082,36358212817842,36358212850162,36358212853809,36358225977684,36358226051001
7467689735094,7467689735094,36358232646837,36358233020727,36358233020787,36358233063578,36358233121606,36358234087656,36358239801630,36358239804255,36358240360357,36358241256776,36358242631722,36358242643864,36358242644105,36358242658832,36358242773046,36358243320161,36358245515983,36358245626830,36358245781049,36358246133892,36358246269787,36358246280026,36358246310042,36358246313428,36358259291119,36358259345922
7467723023194,7467723023194,36358266456011,36358266833609,36358266833649,36358266872582,36358266949967,36358268224023,36358274010854,36358274013990,36358274547549,36358275577168,36358276844963,36358276856885,36358276857136,36358276881581,36358277021804,36358277661103,36358279554187,36358279641690,36358279789245,36358280168629,36358280359236,36358280369265,36358280410642,36358280413688,36358292292350,36358292356040
7467756314194,7467756314194,36358299487910,36358299879323,36358299879363,36358299901504,36358299942201,36358300783006,36358306600223,36358306604341,36358307100630,36358307997050,36358309220922,36358309229128,36358309229308,36358309254014,36358309358470,36358309990444,36358311831852,36358311923363,36358312081309,36358312398355,36358312512689,36358312522728,36358312542915,36358312547143,36358325716844,36358325774071
7467789603994,7467789603994,36358332729701,36358333128228,36358333128278,36358333151161,36358333201324,36358334014338,36358339646338,36358339649053,36358340222718,36358341186814,36358342499633,36358342508610,36358342508790,36358342523217,36358342632422,36358343179447,36358344543492,36358344633822,36358344778763,36358345099573,36358345223315,36358345233384,36358345264432,36358345269021,36358359190339,36358359244952
7467822899794,7467822899794,36358395795351,36358397247141,36358397247331,36358397336137,36358397695190,36358400595373,36358417148021,36358417158621,36358418540219,36358420929845,36358423595779,36358423611910,36358423612240,36358423635854,36358423861337,36358424593368,36358428750484,36358429013337,36358429379905,36358430109381,36358430436444,36358430455870,36358430492319,36358430495875,36358435412015,36358435498747
7467856199994,7467856199994,36358408546548,36358409518549,36358409519180,36358423618983,36358423735892,36358425134151,36358437249567,36358437254476,36358438143902,36358439719965,36358441699152,36358441709952,36358441710343,36358441724710,36358441871164,36358442748560,36358444981533,36358445133718,36358445387724,36358445903699,36358446087413,36358446109855,36358446144680,36358446150872,36358458094826,36358458154778
7467889470894,7467889470894,36358435130397,36358435893537,36358435893607,36358441714291,36358441801534,36358443024475,36358452035956,36358452039362,36358452735567,36358453996549,36358455699709,36358455708877,36358455709047,36358455734144,36358456183025,36358457374216,36358460491655,36358460742453,36358461037636,36358461437648,36358461602747,36358461617856,36358461656278,36358461660075,36358466873912,36358466929676
7467922768194,7467922768194,36358466660081,36358467167201,36358467167251,36358467212456,36358467286475,36358468267542,36358474418735,36358474421591,36358475009171,36358476294159,36358477673542,36358477689162,36358477689322,36358477714850,36358477856004,36358478894900,36358481865725,36358482047826,36358482267518,36358482665334,36358482834360,36358482847184,36358482877481,36358482880958,36358491902417,36358491978029
7467956049894,7467956049894,36358499353636,36358499708741,36358499709031,36358499745540,36358499825870,36358501015839,36358507026048,36358507029134,36358507522789,36358508336273,36358509787141,36358509800195,36358509800956,36358509829520,36358509969552,36358510790239,36358513483434,36358513679702,36358513908430,36358514377269,36358514623120,36358514635222,36358514666721,36358514670278,36358525506638,36358525597999
7467989338794,7467989338794,36358532372730,36358532732183,36358532732323,36358532771006,36358532850465,36358534171950,36358540305370,36358540308215,36358540810867,36358541865222,36358543088974,36358543100716,36358543100937,36358543114482,36358543267649,36358544378208,36358547301714,36358547465331,36358547739544,36358548183618,36358548330353,36358548342235,36358548372382,36358548376590,36358558966518,36358559030918
7468022634994,7468022634994,36358565787225,36358566141268,36358566141569,36358566160785,36358566209586,36358567233845,36358573404023,36358573408101,36358573911103,36358574834343,36358576107287,36358576118128,36358576118328,36358576130451,36358576261035,36358577278691,36358579767172,36358579948171,36358580189093,36358580606666,36358580767848,36358580779109,36358580812021,36358580819415,36358592445423,36358592495607
7468055918494,7468055918494,36358599196841,36358599563097,36358599563207,36358599581571,36358599634240,36358600702141,36358607022911,36358607025887,36358607494485,36358608284655,36358609559653,36358609569722,36358609569882,36358609595921,36358609718471,36358610773205,36358613383546,36358613576399,36358613807412,36358614197722,36358614342493,36358614353894,36358614383189,36358614385403,36358625784327,36358625839710
7468089206994,7468089206994,36358632562174,36358632923070,36358632923490,36358632960650,36358633081867,36358634305680,36358640742167,36358640746736,36358641290584,36358642167146,36358643781240,36358643808591,36358643809082,36358643835913,36358643994470,36358645256794,36358648952316,36358649162119,36358649448437,36358650023564,36358650171872,36358650184165,36358650210013,36358650216175,36358659192640,36358659239828
7468122503794,7468122503794,36358666443042,36358666916589,36358666917110,36358666960111,36358667048847,36358668183913,36358675006604,36358675011804,36358675524134,36358676318882,36358677614880,36358677634557,36358677635429,36358677652601,36358678191040,36358683511578,36358707267128,36358709009704,36358711277302,36358713189873,36358713817448,36358713866210,36358713905102,36358713910002,36358717000070,36358717186650
7468155786794,7468155786794,36358716361183,36358717817191,36358717817451,36358717879548,36358718065486,36358720407563,36358740251066,36358740275271,36358741325569,36358742988013,36358745198434,36358745238839,36358745239380,36358745285146,36358745684394,36358747762757,36358753751606,36358754187661,36358754694790,36358755579120,36358755826303,36358755849727,36358755882658,36358755894250,36358757369163,36358757430758
7468189076194,7468189076194,36358738185306,36358738931885,36358738932065,36358745250842,36358745329108,36358747091781,36358757789290,36358757797014,36358758497927,36358759495346,36358761621198,36358761657296,36358761658969,36358761703883,36358762094194,36358763023756,36358765197428,36358765391923,36358765588542,36358766327595,36358766638637,36358766653986,36358766676819,36358766679484,36358766916077,36358766990977
7468222365494,7468222365494,36358766679314,36358767245985,36358767246246,36358767271202,36358767344069,36358768280663,36358776300527,36358776312399,36358777008323,36358778056576,36358779632338,36358779665991,36358779666242,36358779695176,36358779943762,36358781416380,36358785749999,36358786067062,36358786482904,36358787108153,36358787340398,36358787362820,36358787387266,36358787389610,36358791238390,36358791291409
7468255653694,7468255653694,36358825733038,36358827283082,36358827283493,36358827327084,36358827508274,36358829889224,36358849184409,36358849199127,36358850382213,36358852277874,36358854887653,36358854903984,36358854904254,36358854954528,36358855204557,36358857274825,36358862884975,36358863336522,36358863798838,36358864520498,36358864782930,36358864803709,36358864838664,36358864841920,36358867834226,36358867884760
7468288944194,7468288944194,36358839482695,36358840407738,36358840407928,36358854920485,36358855015493,36358856010226,36358868089013,36358868099152,36358868930359,36358870337375,36358872218769,36358872230982,36358872231213,36358872257943,36358872368199,36358873426122,36358877782224,36358878142758,36358878469521,36358878946332,36358879230615,36358879248949,36358879268125,36358879270008,36358891076696,36358891151436
7468322232594,7468322232594,36358867543561,36358868170706,36358868170786,36358872234829,36358872286667,36358873045749,36358882719951,36358882724289,36358883471860,36358884682528,36358886212103,36358886222212,36358886222402,36358886250154,36358886354961,36358887577572,36358890813483,36358891079834,36358891316176,36358891648407,36358891829175,36358891847550,36358891878217,36358891879590,36358899662519,36358899719897
7468355521594,7468355521594,36358899463587,36358899934779,36358899934830,36358899977119,36358900062318,36358901078011,36358907739199,36358907748076,36358908217235,36358909076344,36358910515901,36358910524357,36358910524537,36358910549333,36358911019915,36358912203761,36358916444866,36358916705484,36358916995727,36358917470860,36358917670113,36358917698566,36358917731087,36358917734223,36358924865011,36358924925725
7468388812394,7468388812394,36358932810134,36358933301946,36358933301996,36358933338214,36358933432210,36358934628090,36358941504181,36358941511705,36358942068368,36358942980226,36358944410886,36358944420404,36358944420584,36358944445250,36358944644093,36358945812642,36358949404920,36358949653345,36358949909646,36358950378695,36358950550046,36358950565325,36358950596443,36358950599860,36358958691337,36358958754826
7468422102794,7468422102794,36358965783423,36358966229619,36358966229669,36358966251650,36358966316752,36358967397767,36358974258730,36358974262366,36358974705977,36358975563744,36358976787066,36358976797736,36358976797906,36358976823284,36358976971892,36358978063726,36358981691983,36358981890917,36358982220956,36358982721863,36358982971201,36358982983634,36358983015944,36358983018479,36358992282594,36358992367392
7468455390194,7468455390194,36358998732747,36358999119381,36358999119421,36358999139018,36358999189552,36359000111519,36359007161025,36359007164442,36359007649841,36359008353399,36359009500798,36359009509705,36359009509885,36359009535373,36359009687979,36359010882247,36359014683507,36359014977839,36359015272360,36359015824544,36359016009310,36359016037694,36359016061578,36359016065636,36359025696578,36359025764124
7468488680894,7468488680894,36359032215590,36359032585653,36359032585703,36359032608095,36359032652388,36359033540602,36359040369224,36359040372750,36359040854393,36359041612723,36359042825465,36359042834892,36359042835073,36359042859719,36359043017364,36359044306741,36359047877751,36359048106108,36359048410860,36359048908540,36359049131428,36359049147919,36359049183004,36359049187863,36359059151628,36359059201612
7468521971194,7468521971194,36359065328459,36359065704995,36359065705045,36359065733899,36359065800253,36359066886378,36359073951844,36359073956442,36359074496404,36359075275673,36359076666349,36359076679824,36359076680164,36359076707065,36359076926696,36359078105934,36359082178554,36359082513561,36359082854117,36359083381708,36359083563349,36359083579228,36359083605327,36359083608143,36359092554001,36359092620034
7468555287194,7468555287194,36359098756209,36359099171758,36359099172239,36359099201604,36359099274690,36359100320770,36359107317106,36359107322496,36359107877546,36359108585112,36359110017635,36359110034427,36359110034637,36359110064182,36359110229833,36359111553511,36359115933547,36359116178267,36359116515480,36359117081257,36359117254121,36359117269079,36359117295699,36359117298695,36359125895208,36359125961723
7468588548294,7468588548294,36359131739226,36359132143113,36359132143473,36359132173479,36359132228412,36359133211354,36359140289683,36359140293801,36359140750587,36359141346814,36359142645026,36359142660855,36359142661727,36359142686203,36359143098475,36359144269517,36359149314599,36359149621074,36359150031784,36359150563800,36359150752223,36359150769305,36359150797978,36359150801235,36359159267224,36359159354307
7468621836894,7468621836894,36359165392919,36359165778602,36359165778652,36359165809810,36359165865765,36359166845640,36359173867003,36359173870811,36359174329269,36359174905378,36359176118100,36359176126586,36359176126736,36359176151252,36359176303367,36359178155578,36359182899997,36359183180624,36359183554563,36359184096396,36359184280130,36359184298024,36359184330625,36359184333801,36359192596679,36359192667031
7468655154194,7468655154194,36359198462868,36359198915857,36359198915907,36359198942788,36359198995957,36359199960815,36359206961409,36359206965046,36359207410851,36359208033317,36359209385430,36359209396180,36359209396340,36359209411408,36359209571829,36359211229703,36359215365870,36359215601101,36359215938151,36359216436358,36359216719158,36359216734006,36359216764292,36359216767749,36359225882604,36359225945151
